who,谁,djwi,邊個 (bin1 go3),誰 (だれ),wer,누구,qui,quién,ai,wie,vem,quem,chi,من (man),кто,siapa,quis,kim
what,什么,djip maq,乜嘢 (mat1 je5),何 (なに),was,무엇,quoi,qué,gì,wat,vad,o que,cosa,ما (ma),что,apa,quid,ne
when,什么时候,djip maq djy ghouh,幾時 (gei2 si4),いつ (itsu),wann,언제,quand,cuándo,khi,wanneer,när,quando,quando,متى (mata),когда,kapan,quando,ne zaman
where,哪里,naq lyq,邊度 (bin1 dou6),どこ (doko),wo,어디,où,dónde,ở đâu,waar,var,onde,dove,أين (ayn),где,dimanakah,ubi,nerede
why,为什么,ueh djip ma,點解 (dim2 gaai2),なぜ (naze),warum,왜,pourquoi,por qué,tại sao,waarom,varför,por que,perché,لماذا (limadha),почему,mengapa,cur,niçin
how,怎么,tsoimq maq,點解 (dim2 gaai2),どのように (dono yo ni),wie,어떻게,comment,cómo,làm sao,hoe,hur,como,come,كيف (kayfa),как,bagaimana,quomodo,nasıl
which,哪个,naq kah,邊個 (bin1 go3),どちら (dochira),welche,어느,lequel,cuál,nào,welke,vilken,qual,quale,أي (ay),который,mana,qui,hangi
类 1 DKTZ - jinq tsiep,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
类 2 KKTD,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
类 2 KKTD - seng gu,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
Earth,地球,dih gu,地球 (dei6 kau4),地球 (ちきゅう),Erde,지구,terre,Tierra,Trái Đất (𧀞𡐙),aarde,jord,Terra,Terra,أرض (ard),Земля,Bumi,Terra,Dünya
类 2 KKTD - then zyangq,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
hot,热,njiet,熱 (jit6),熱い (あつい),heiß,더운,chaud,caliente,nóng,heet,varm,caldo,caldo,حار (har),горячий,panas,calidus,sıcak
cold,冷,lengq,凉 (leung5),寒い (さむい),kalt,추운,froid,frío,lạnh,koud,kall,freddo,freddo,بارد (barid),холодный,dingin,frigidus,soğuk
warm,暖,nwanq,暖 (nyun5),暖かい (あたたかい),warm,따뜻한,chaud,cálido,ấm áp,warm,varm,caldo,caldo,دافئ (dafe'),теплый,ấm,calidus,sıcak
cool,凉,lyangh,凉 (leung5),涼しい (すずしい),kühl,시원한,frais,fresco,mát,koud,sval,fresco,fresco,بارد (barid),прохладный,sejuk,freddus,serin
light,光,kwangh,光 (gwong1),光 (ひかり),Licht,빛,lumière,luz,ánh sáng,licht,ljus,luz,luce,ضوء (daw'),свет,cahaya,lux,ışık
light (dark),明亮,myaeng lyangh,明亮 (ming4 loeng6),明るい (あかるい),hell,밝은,lumière,claro,sáng,licht,ljus,claro,chiaro,ضوء (daw'),светлый,terang,clarus,açık
dark,黑暗,heok qomh,黑暗 (hak1 am3),暗い (くらい),dunkel,어두운,sombre,oscuro,tối,donker,mörk,escuro,scuro,داكن (dakun),темный,gelap,tenebrosus,karanlık
wet,湿,sjip,濕 (sap1),濡れた (ぬれた),nass,젖은,mouillé,mojado,ẩm ướt,nat,blöt,molhado,bagnato,رطب (ratb),мокрый,basah,umidus,yaş
dry,干燥,kan sawq,乾燥 (gon1 coeng4),乾燥 (かんそう),trocken,건조한,sec,seco,khô,droog,torr,seco,secco,جاف (jaf),сухой,kering,siccus,kuru
burn,燃烧,njien sjiewh,燒 (jin4 siu1),燃える (もえる),brennen,타다,brûler,quemar,đốt,branden,brinna,queimar,bruciare,يحرق (yaharriq),гореть,membakar,adure,palamak
melt,融化,jung hwaeh,融化 (jung4 faa3),溶ける (とける),schmelzen,녹다,fondre,derretir,chảy,smelten,smälta,derreter,sciogliere,يذوب (yadhub),плавить,mencairkan,liquescere,erimek
nuclear,核能,gheek neongq,核能 (hat1 nang4),原子力 (げんしりょく),nuklear,핵,nucléaire,nuclear,hạt nhân,kernenergie,kärnkraft,nuclear,nucleare,نووي (nawawi),ядерный,nuklir,nuclearis,nükleer
Energy,能源,neongq nguon,能源 (nang4 jyun4),エネルギー,Energie,에너지,énergie,energía,năng lượng,energie,energi,energia,energia,طاقة (taqa),энергия,tenaga,vis,enerji
小类seasons,季节,kwih tset,季節 (gwai1 zit3),季節 (きせつ),Jahreszeiten,계절,saisons,estaciones,mùa,seizoenen,säsonger,estações,stagioni,فصول (fusul),сезоны,musim,tempestates,mevsimler
Spring,春天,tjhwin then,春天 (ceon1 tin1),春 (はる),Frühling,봄,printemps,primavera,Mùa Xuân,lente,vår,primavera,primavera,ربيع (rabia),весна (vesna),musim semi,ver,açık
Summer,夏天,ghaeh then,夏天 (haa6 tin1),夏 (なつ),Sommer,여름,été,verano,Mùa Hè,zomer,sommar,verão,estate,صيف (sif),лето (leto),musim panas,aestas, yaz
Fall,秋天,tshu then,秋天 (cau1 tin1),秋 (あき),Herbst,가을,automne,otoño,Mùa Thu,herfst,höst,outono,autunno,خريف (kharif),осень (osen'),musim luruh,autumn/queda,sonbahar
Winter,冬天,tong then,冬天 (dung1 tin1),冬 (ふゆ),Winter,겨울,hiver,invierno,Mùa Đông,winter,vinter,inverno,inverno,شتاء (sheta'),зима (zima),musim dingin,hiems,kış
小类months,月份,nguot pyin,月份 (jyut6 fan6),月 (つき),Monate,월,mois,meses,tháng,maanden,månader,meses,mesi,شهور (shuhur),месяцы,bulan,meses,aylar
January,一月,qit nguot,一月 (jat1 jyut6),1月 (いちがつ),Januar,1월,janvier,enero,Tháng 1,januari,januari,janeiro,gennaio,يناير (yanāyir),январь,januari,januari,ocak
February,二月,njih nguot,二月 (ji6 jyut6),2月 (にがつ),Februar,2월,février,febrero,Tháng 2,februari,februari,fevereiro,febbraio,فبراير (fibraʼir),февраль,februari,februari,şubat
March,三月,samh nguot,三月 (saam1 jyut6),3月 (さんがつ),März,3월,mars,marzo,Tháng 3,maart,mars,março,marzo,مارس (māris),март,mac,mart,nisan
April,四月,sih nguot,四月 (sei3 jyut6),4月 (しがつ),April,4월,avril,abril,Tháng 4,april,april,abril,aprile,أبريل (abrīl),апрель,april,april,nisan
May,五月,ngoq nguot,五月 (ng5 jyut6),5月 (ごがつ),Mai,5월,mai,mayo,Tháng 5,mei,maj,maio,maggio,مايو (māyū),май,mei,maj,mayıs
June,六月,luk nguot,六月 (luk6 jyut6),6月 (ろくがつ),Juni,6월,juin,junio,Tháng 6,juni,juni,junho,giugno,يونيو (yunyū),июнь,jun,juni,haziran
July,七月,tshit nguot,七月 (cat1 jyut6),7月 (しちがつ),Juli,7월,juillet,julio,Tháng 7,juli,juli,julho,luglio,يوليو (yūlyū),июль,julai,juli,temmuz
August,八月,peet nguot,八月 (baat3 jyut6),8月 (はちがつ),August,8월,août,agosto,Tháng 8,augustus,augusti,agosto,agosto,أغسطس (ʼagustus),август,ogos,aukustos,ağustos
September,九月,kuq nguot,九月 (gau2 jyut6),9月 (くがつ),September,9월,septembre,septiembre,Tháng 9,september,september,setembro,settembre,سبتمبر (sibtambir),сентябрь,september,septembrie,eylül
October,十月,djip nguot,十月 (sap6 jyut6),10月 (じゅうがつ),Oktober,10월,octobre,octubre,Tháng 10,oktober,oktober,outubro,ottobre,أكتوبر (ʼuktūbir),октябрь,oktober,octombrie,ekim
November,十一月,djip qit nguot,十一月 (sap6 jat1 jyut6),11月 (じゅういちがつ),November,11월,novembre,noviembre,Tháng 11,november,november,novembro,novembre,نوفمبر (nūfambir),ноябрь,november,noiembrie,kasım
December,十二月,djip njih nguot,十二月 (sap6 ji6 jyut6),12月 (じゅうにがつ),Dezember,12월,décembre,diciembre,Tháng 12,december,december,dezembro,dicembre,ديسمبر (dīsimbir),декабрь,disember,decembrie,aralık
小类days of the week,星期,seng gy,星期 (sing1 kei4),曜日 (ようび),Wochentage,요일,jours de la semaine,días de la semana,ngày trong tuần,dagen van de week,veckodagar,dias da semana,giorni della settimana,أيام الأسبوع (ayam al-usbu'),дни недели,hari-hari dalam seminggu,dies hebdomadis,haftanın günleri
Monday,星期一,seng gy qit,星期一 (sing1 kei4 jat1),月曜日 (げつようび),Montag,월요일,lundi,lunes,Thứ Hai,maandag,måndag,segunda-feira,lunedì,الاثنين (al-ithnayn),понедельник,isnin,lunae,lunes
Tuesday,星期二,seng gy njih,星期二 (sing1 kei4 ji6),火曜日 (かようび),Dienstag,화요일,mardi,martes,Thứ Ba,dinsdag,tisdag,terça-feira,martedì,الثلاثاء (althalāthāʼ),вторник,selasa,martis,martes
Wednesday,星期三,seng gy samh,星期三 (sing1 kei4 saam1),水曜日 (すいようび),Mittwoch,수요일,mercredi,miércoles,Thứ Tư,woensdag,onsdag,quarta-feira,mercoledì,الأربعاء (al-arbiʻāʼ),среда,rabu,mercurii,çarşamba
Thursday,星期四,seng gy sih,星期四 (sing1 kei4 sei3),木曜日 (もくようび),Donnerstag,목요일,jeudi,jueves,Thứ Năm,donderdag,torsdag,quinta-feira,giovedì,الخميس (al-khamīs),четверг,khamis,iovis,perşembe
Friday,星期五,seng gy ngoq,星期五 (sing1 kei4 ng5),金曜日 (きんようび),Freitag,금요일,vendredi,viernes,Thứ Sáu,vrijdag,fredag,sexta-feira,venerdì,الجمعة (al-jumʻah),пятница,jumaat,veneris,cuma
Saturday,星期六,seng gy luk,星期六 (sing1 kei4 luk6),土曜日 (どようび),Samstag,토요일,samedi,sábado,Thứ Bảy,zaterdag,lördag,sábado,sabato,السبت (al-sabt),суббота,sabtu,sabbati,cumartesi
Sunday,星期日,seng gy njit,星期日 (sing1 kei4 jat6),日曜日 (にちようび),Sonntag,일요일,dimanche,domingo,Chủ Nhật,zondag,söndag,domingo,domenica,الأحد (al-ʼahad),воскресенье,ahad,dies dominica,cumartesi
小类time,时间,djy keenh,時間 (si4 gaan3),時間 (じかん),Zeit,시간,temps,tiempo,thời gian,tijd,tid,tempo,tempo,الوقت (al-waqt),время,masa,tempus,zaman
year,年,nen,年 (nin4),年 (ねん),Jahr,년,an,año,năm,jaar,år,ano,anno,سنة (sanah),год,tahun,annus,yıl
month,月,nguot,月 (jyut6),月 (つき),Monat,달,mois,mes,tháng,maand,månad,mês,mese,شهر (shahr),месяц,bulan,mensis,ay
week,周,tju,周 (zau1),週 (しゅう),Woche,주,semaine,semana,tuần,week,vecka,semana,settimana,أسبوع (usbūʿ),неделя,minggu,hebdomas,hafta
day,天,then,日 (tin1),日 (にち),Tag,날,jour,día,ngày,dag,dag,dia,giorno,يوم (yawm),день,hari,dies,gün
hour,小时,siewq djy,小時 (siu3 si4),時間 (じかん),Stunde,시간,heure,hora,giờ,uur,timme,hora,ora,ساعة (sa'ah),час,jam,jam,saat
minute,分钟,pun tjuong,分鐘 (fan1 zung1),分 (ふん),Minute,분,minute,minuto,phút,minuut,minut,minuto,minuto,دقيقة (daqīqah),минута,saat,minuta,dakika
second,秒,miewq,秒 (miu5),秒 (びょう),Sekunde,초,seconde,segundo,giây,seconde,sekund,segundo,secondo,ثانية (thāniyah),секунда,detik,secunda,saniye
morning,早上,tsawq djyangq,早上 (zou2 soeng5),朝 (あさ),Morgen,아침,matin,mañana,sáng,morgen,morgon,manhã,mattina,صباح (ṣabāḥ),утро,pagi,mane,morning
afternoon,下午,ghaeq ngoq,下午 (haa6 ng5),午後 (ごご),Nachmittag,오후,après-midi,tarde,chiều,middag,eftermiddag,tarde,pomeriggio,بعد الظهر (baʻdha dhuhr),день,petang,post meridiem,öğleden sonra
evening,晚上,muonq djyangq,晚上 (maan5 soeng6),夜 (よる),Abend,저녁,soir,tarde,tối,avond,kväll,noite,sera,مساء (masāʼ),вечер,malam,vesper,vaka
night,夜晚,jiaeh muonq,夜晚 (je6 maan5),夜 (よる),Nacht,밤,nuit,noche,đêm,nacht,natt,noite,notte,ليل (layl),ночь,malam,nox,gece
类 2 KKTD - dih lyq,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
类 2 KKTD - dih mut,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
小类待分nature,自然,dzih njien,自然 (zi6 jin4),自然 (しぜん),Natur,자연,nature,naturaleza,thiên nhiên,natuur,naturza,priroda,natureza,طبيعة (tabi'a),природа,alam semula jadi,natura,doğa
sea,海洋,heojq jyang,海 (hoi2),海 (うみ),Meer,바다,mer,mar,b biển,zee,hav,mar,mare,بحر (bahar),море,laut,mare,deniz
ocean,海洋,heojq jyang,海洋 (hoi2 joeng4),海洋 (かいよう),Ozean,대양,océan,océano,đại dương,oceaan,havet,oceano,oceano,محيط (muhit),океан,lautan,oceanus,okyanus
river,河,gha,河 (ho4),川 (かわ),Fluss,강,rivière,río,sông,rivier,flod,rio,fiume,نهر (nahr),река,sungai,flumen,nehir
mountain,山,sreen,山 (saan1),山 (やま),Berg,산,montaña,montaña,núi,berg,berg,montanha,montagna,جبل (jabal),гора,gunung,montis,dağ
rain,雨,uoq,雨 (jyu5),雨 (あめ),Regen,비,pluie,lluvia,mưa,regen,regn,chuva,pioggia,مطر (matar),дождь,hujan,imber,yağmur
snow,雪,swiet,雪 (syut3),雪 (ゆき),Schnee,눈,neige,nieve,tuyết,sneeuw,snö,neve,neve,ثلج (thalj),снег,salju,nix,kar
tree,树,djuoq,樹 (syu6),木 (き),Baum,나무,arbre,árbol,cây,boom,träd,árvore,albero,شجرة (shajara),дерево,pohon,arbor, ağaç
sun,太阳,thajh jyang,太陽 (taai3 joeng4),太陽 (たいよう),Sonne,해,soleil,sol,mặt trời,zon,sol,sol,sole,شمس (shams),солнце,matahari,sol, güneş
moon,月亮,nguot lyangh,月亮 (jyut6 loeng6),月 (つき),Mond,달,lune,luna, mặt trăng,maan,måne,lua,luna,قمر (qamar),луна,bulan,luna,ay
world,世界,sjiejh keejh,世界 (sai3 gaai3),世界 (せかい),Welt,세계,monde,mundo,thế giới,wereld,värld,mundo,mondo,عالم (alam),мир,dunia,mundus,dünya
Earth,地球,dih gu,地球 (dei6 kau4),地球 (ちきゅう),Erde,지구,terre,Tierra,Trái đất,Aarde,Jord,Terra,Terra,أرض (ard),Земля,Bumi,Terra,Dünya
forest,森林,sryim lim,森林 (sam1 lam4),森林 (しんりん),Wald,숲,forêt,bosque,rừng,bos,skog,floresta,bosco,غابة (ghabah),лес,hutan,silva,orman
sky,天空,then khoung,天空 (tin1 hung1),空 (そら),Himmel,하늘,ciel,cie lo,bầu trời, lucht,himmel, céu,cie lo,سماء (samaa'),небо,langit,caelum,gökyüzü
plant,植物,dryh mut,植物 (zik6 mat6),植物 (しょくぶつ),Pflanze,식물,plante,planta,thực vật,plant, växt,planta,pianta,نبات (nabat),растение,tumbuhan,plantae,bitki
wind,风,pungh,風 (fung1),風 (かぜ),Wind,바람,vent, viento,gió,wind,vind,vento,vento,رياح (riyah),ветер,gió,ventus,rüzgar
soil/earth,土地,thoq dih,土地 (tou2 dei6),土壌 (つち),Boden,흙, sol/terre,tierra,đất,aarde,jord,solo/terra,terra,أرض (ard),земля,tanah,solum,toprak
flower,花,hwae,花 (faa1),花 (はな),Blume,꽃,fleur,flor,hoa,bloem,blomma,flo r,fiore,زهرة (zahra),цветок,bunga,flos,çiçek
valley,山谷,sreen louk,山谷 (saan1 guk1),谷 (たに),Tal,계곡,vallée,valle,thung lũng, vallei,dal,vale,valle,وادي (wadi),долина,thung lũng,vallis,vadi
root,根,keon,根 (gan1),根 (ね),Wurzel,뿌리, racine,raíz,gốc,wortel,rot,raiz,radice,جذر (jazar),корень,akar,radix,kök
lake,湖,gho,湖 (wu4),湖 (みずうみ),See,호,lac,lago,hồ,meer,sjö,lago,lago,بحيرة (buhayrah),озеро,danau,lacus,göl
star,星星,seng seng,星 (sing1),星 (ほし),Stern,별,étoile,estrella,ngôi sao,ster, stjärna,estrela,stella,نجمة (najmah),звезда,bintang,stella,yıldız
grass,草,tshawq,草 (cou2),草 (くさ),Gras,풀,herbe, hierba,cỏ,gras,gräs,erva,erba,عشب (ushb),трава,rumput,herba,ot
leaf,叶子,sjiep tsyq,葉 (jip6 zi2),葉 (は),Blatt,잎,feuille, hoja,lá,blad,blad,folha,foglia,ورقة (warqah),лист,daun,folium,yaprak
air,空气,khoungh khyjh,空氣 (hung1 hei3),空気 (くうき),Luft,공기,air,aire,không khí,lucht,luft, ar,aria,هواء (hawa'),воздух,udara,aer,ağır
sand,沙,sraeh,沙 (saa1),砂 (すな),Sand,모래,sable,arena,cát,zand,sand,sabbia,areia,رمل (raml),песок,pasir,arena,kum
beach,海滩,heojq than,海灘 (hoi2 taan1),浜辺 (はまべ),Strand,해변,plage, playa,bãi biển,strand,strand,praia,spiaggia,شاطئ (shaṭī'),пляж,pantai,littus,kumsal
wave,波,pa,波 (bo1),波 (なみ),Welle,파도, vague,onda,sóng,golf,våg,onda,onda,موجة (mawjah),волна,ghi,unda,dalga
fire,火,hwaq,火 (fo2),火 (ひ),Feuer,불,feu,fuego,lửa,vuur,eld,fogo, fuoco,نار (nar),огонь,api,ignis,ateş
ice,冰,pying,冰 (beng1),氷 (こおり),Eis,얼음,gla ce,hielo,đá,ijs,is,gelo,ghiaccio,جليد (jalyd),лед,es,brex,gökyüzü
island,岛,tawq,島 (dou2),島 (しま),Insel,섬,île,isla,đảo,eiland,ö, ilha,isola,جزيرة (jazīrah),остров,pulau,insula,ada
hill,山丘,sreen khu,山丘 (saan1 kau4),丘 (おか),Hügel,언덕,colline,colina,đồi,heuvel,kulle,colina,collina,تل (tall),холм,bukit,colles,tepesi
heat,热,njiet,熱 (jit6),熱 (ねつ),Hitze,열,cha leur,calor,nhiệt đới,warmte,värme,calor,calore,حرارة (hararah),жара,haba,calor,ısı
类 3 KKSM,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
类 3 KKSM - DM sjin thejq,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
小类body,身体,sjin thejq,身體 (san1 tai2),体 (からだ),Körper,신체,corps,cuerpo,thân thể,lichaam,kropp,corpo,corpo,جسد (jism),тело,tubuh,corpus,vücut
head,头,dou,頭 (tau4),頭 (あたま),Kopf,머리,tête,cabeza,đầu,hoofd,huvud,cabeça,testa,رأس (ras),голова,kepala,caput,kafa
neck,脖子,bot tsyq,頸 (but3 zi2),首 (くび),Hals,목,cou,cuello,cổ,nek,hals,pescoço,collo,رقبة (raqabah),шея,leher,collum,boyun
face,脸,tshiem,面 (lim5),顔 (かお),Gesicht,얼굴,visage,cara,khuôn mặt,gezicht,ansikte,rosto,viso,وجه (wajh),лицо,muka,vultus,yüz
beard,胡须,gho suo,鬍鬚 (wu4 sou1),ひげ,Haar,Hüftwuchs,barbe,barba,râu,baard,skägg,barba,barba,لحية (lahyah),борода,janggut,barba,akil
hair,头发,dou puot,頭髮 (tau4 faat3),髪 (かみ),Haare,머리카락,cheveux,pelo,tóc,haar,hår,cabelo,capelli,شعر (sha'r),волосы,rambut,capillus,saç
eye,眼睛,ngeenq tsiaeng,眼 (ngaan5 zing1),目 (め),Auge,눈,œil,ojo,mắt,oog,öga,olho,occhio,عين (ayn),глаз,mata,oculus,göz
mouth,嘴巴,tswieq pae,口 (zeoi2 baa1),口 (くち),Mund,입,bouche,boca,miệng,mond,mun,mouth,bocca,فم (fam),рот,mulut,os,ayak
lip,嘴唇,tswieq zjwin,唇 (zeon1 ceon4),唇 (くちびる),Lippe,입술,lèvre,labio,môi,lip,läpp,lábio,labbro,شفة (shafa),губа,bibir,labiis,dişilik
nose,鼻子,bih tsyq,鼻 (bei6 zi2),鼻 (はな),Nase,코,nez,nariz,mũi,neus,näsa,nariz,naso,أنف (anf),нос,hidung,nasus,burun
tooth,牙齿,ngae tjhyq,齒 (ngaa4 ci2),歯 (は),Zahn,이, dent,diente,răng,tand,tand,dente,dente,سن (sin),зуб,gigi,dens,diş
ear,耳朵,njyq twaq,耳 (ji5 dou6),耳 (みみ),Ohr,귀,oreja,oreja,tai,oor,öra,orecchio,orecchio,أذن (udhun),ухо,telinga,auris,kulak
tear (drop),眼泪,ngeenq lwih,淚 (lei6),涙 (なみだ),Träne,눈물,larme,lágrima,nước mắt,traan,tår,lágrima,lacrime,دمعة (dam'ah),слеза,air mata,lacrima,göz yaş
tongue,舌头,zjiet dou,舌頭 (sit3 tau2),舌 (した),Zunge,혀,langue,lengua,lưỡi,tong,tunga,língua,lingua,لسان (lisan),язык,lidah,lingua,dil
back,背部,pojh bouq,背 (bui3),背中 (せなか),Rücken,등,dos,espalda,lưng,rug,rücke,costas,schiena,ظهر (zahr),спина,punggung,dorsum,sırt
toe,脚趾,kyak tjyq,腳趾 (geok3 zi1),足の指 (あしのゆび),Zehe,발가락,orteil,dedo del pie,ngón chân,teen,toa,dedo do pé,dito del piede,إصبع القدم (isba' al-qadam),палец ноги,jari kaki,pes digitus,parmak
finger,手指,sjuq tjiq,手指 (sau2 zi2),指 (ゆび),Finger,손가락,doigt,dedo,cái tay,vinger,finger,dedo,dito,إصبع (isba'),палец,pelukan,tango,dokunma
foot,脚,kyak,腳 (geok3),足 (あし),Fuß,발,pied,pie,chân,voet,fot,pé,piede,قدم (qadam),стопа,kaki,pes,ayak
hand,手,sjuq,手 (sau2),手 (て),Hand,손,main,mano,tay,hand,hand,mão,mano,يد (yad),рука,tangan,manus,el
leg,腿,thojq,腿 (teoi2),脚 (あし),Bein,다리,jambe,pierna,chân,been,bent,péna,pierna,قدم (qadam),нога,kaki,crus,gamba
arm,手臂,sjuq pieh,手臂 (sau2 bei3),腕 (うで),Arm,팔,bras,brazo,cánh tay,arm,arm,bra,brazzo,ذراع (dhira'),рука,tangan,cubitus,kol
shoulder,肩膀,ken bang,肩膀 (gin1 bong1),肩 (かた),Schulter,어깨,épaule,hombro,vai,shoulder,axel,ombro,spalla,كتف (katif),плечо,bahu,humerus,omuz
heart,心脏,sim dzangh,心臟 (sam1 zong1),心臓 (しんぞう),Herz,심장,cœur,corazón,trái tim,hart,hjärta,coração,cuore,قلب (qalb),сердце,hati,cor,cœur
blood,血,hwet,血 (hyut3),血 (ち),Blut,피,sangre,sangre,máu,bloed,blod,sangue,sangue,دم (dam),кровь,darah,sanguis,kan
brain,脑,nawq,腦 (naau5),脳 (のう),Gehirn,뇌,cerveau,cerebro,não,hersenen,hjärna,cérebro,cervello,دماغ (dimagh),мозг,otak,cerebrum,beyin
knee,膝盖,sit kap,膝蓋 (zik6 goi2),膝 (ひざ),Knie,무릎,genou,rodilla,gối,knie,knä,joelho,ginocchio,ركبة (rukba),колено,lutut,genu,fare
sweat,汗,kan,汗 (hon6),汗 (あせ),Schweiß,땀,transpiration,sudor,mồ hôi,zweet,svett,suor,sudore,عرق (araq),пот,keringat,sudor,ter
disease,疾病,dzit byaengh,疾病 (zap1 beng6),病気 (びょうき),Krankheit,질병,maladie,enfermedad,bệnh,ziekte,sjukdom,doença,malattia,مرض (maradh),болезнь,penyakit,morbus,hastalık
bone,骨头,kot dou,骨頭 (gwat1 tau2),骨 (ほね),Knochen,뼈,os,hueso,xương,bot,ben,osso,osso,عظم (adh'am),кость,tulang,os,iskelet
voice,声音,sjiaeng qyim,聲音 (seng1 jam1),声 (こえ),Stimme,목소리,voix,voz,giọng,norm,stämma,voz,voce,صوت (sawt),голос,suara,vox,vurgu
skin,皮肤,bye puo,皮膚 (pei4 fu1),皮膚 (ひふ),Haut,피부,peau,piel,da,huid,hud,pele,pelle,جلد (jild),кожа,kulit,cutis,cilt
类 3 KKSM - DMST djih koeuk,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
小类color,颜色,ngaen sryk,顏色 (ngaan4 sik1),色 (いろ),Farbe,색상,couleur,color,color,kleur,färg,cor,colore,لون (lawn),цвет,warna,color,renk
red,红色,ghoung sryk,紅色 (hung4 sik1),赤 (あか),rot,빨간색,rouge,rojo,đỏ,rood,röd,vermelho,rosso,أحمر (aḥmar),красный,merah,rubrum,kırmızı
green,绿色,luok sryk,綠色 (luk6 sik1),緑 (みどり),grün,초록색,vert,verde,xanh lá,cq groen,grön,verde,verde,أخضر (akhḍar),зеленый,hijau,viridis,yeşil
blue (light),浅蓝色,tshienq lam sryk,淺藍色 (cim1 laam4 sik1),水色 (みずいろ),hellblau,하늘색,bleu claro,azul claro,xanh nhạt,lichtblauw,ljusblå,azul claro,azzurro chiaro,أزرق فاتح (azraq fatih),голубой,biru muda,caeruleus clarius,açık mavi
blue (dark),深蓝色,sjimh lam sryk,深藍色 (sam1 laam4 sik1),紺色 (こんいろ),dunkelblau,짙은 파랑색,bleu foncé,azul oscuro,xanh đậm,donkerblauw,mörkblå,azul escuro,blu scuro,أزرق غامق (azraq ghamiq),синий,biru gelap,aerius obscurus,koyu mavi
yellow,黄色,ghwang sryk,黃色 (wong4 sik1),黄 (きいろ),gelb,노란색,jaune,amarillo,vàng,geel,gul,amarelo,giallo,أصفر (aṣfar),желтый,kuning,flavus,sarı
brown,棕色,tsoung sryk,棕色 (zung1 sik1),茶色 (ちゃいろ),braun,갈색,marron,marrón,nâu,bruin,brun,marrom,marrone,بني (bunī),коричневый,coklat,rufus,kahverengi
pink,粉红色,punq ghoung sryk,粉紅色 (fan2 hung4 sik1),ピンク (pinku),rosa,분홍색,rose,rosa,hồng,roze,rosa,rosa,rosa,زهري (zahri),розовый,merah jambu,roseus,pembe
orange,橙色,teongh sryk,橙色 (caang2 sik1),オレンジ (orenji),orange,주황색,orange,naranja,da cam,oranje,apelsin,laranja,arancione,برتقالي (burtuqālī),оранжевый,oren,citrinus,turuncu
black,黑色,heok sryk,黑色 (hak1 sik1),黒 (くろ),schwarz,검은색,noir,negro,đen,zwart,svart,preto,nero,أسود (aswad),черный,hitam,ater,nin
white,白色,baek sryk,白色 (baak6 sik1),白 (しろ),weiß,흰색,blanc,blanco,trắng,wit,vit,branco,bianco,أبيض (abyaḍ),белый,putih,candens,beyaz
gray,灰色,hoj sryk,灰色 (fo1 sik1),灰 (はい),grau,회색,gris,gris,xám,grijs,grå,cinza,grigio,رمادي (ramādī),серый,abu-abu,cinereus,gri
类 3 KKSM - DMST theng koeuk,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
类 3 KKSM - DM miaeng tjhyng,cmn,tupa,yue,ja,de,ko,fr,es,vi,nl,sv,pt,it,ar,ru,ms,la,tr
小类animal,动物,doungq mut,動物 (dung6 mat6),動物 (どうぶつ),Tier,동물,animal,animal,động vật,dier,djur,animal,animale,حيوان (hayawan),животное,hewan,animal,hayvan
dog,狗,kouq,狗 (gau2),犬 (いぬ),Hund,개,chien,perro,chó,hond,hund,cachorro,cane,كلب (kalb),собака,anjing,canis,köpek
cat,猫,myew,貓 (maau1),猫 (ねこ),Katze,고양이,chat,gato,mèo,kat,katt,gato,gatto,قطة (qittah),кот,kucing,felis,kedi
fish,鱼,ngyo,魚 (jyu4),魚 (さかな),Fisch,물고기,poisson,pez,cá,vis,fisk,peixe,pesce,سمك (samak),рыба,ikan,ichthys,balık
bird,鸟,tewq,鳥 (niu5),鳥 (とり),Vogel,새,oiseau,pájaro,chim,carn,fågel,pássaro,uccello,طائر (ta'ir),птица,burung,avis,kuş
cow,牛,ngu,牛 (ngau4),牛 (うし),Kuh,소,vache,vaca,bò,koe,ko,krowa,bovino,بقرة (baqara),корова,lembu,bos,inek
pig,猪,tryo,豬 (zyu1),豚 (ぶた),Schwein,돼지,cochon,cerdo,lợn,varken,gris,porco,maiale,خنزير (khanzir),свинья,babi,sus,domuz
